id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
11374,Budget hotel in Los Angeles,42220,Searockinn,Other Cities,Gardena,33.90348,-118.29269,Private room,80,1,28,2020-03-28,0.25,4,365
11511,Craftsman Duplex-Hollywood!,40884,Suzan And Michael,City of Los Angeles,Hollywood Hills,34.11479,-118.32289,Entire home/apt,195,30,7,2015-08-13,0.06,2,0
11877,Le petit bungalow private entrance + bikes in VB,30484,Pascalou,City of Los Angeles,Venice,33.99753,-118.47226,Entire home/apt,75,30,45,2019-11-12,0.43,2,36
12320,1930's Spanish Duplex on 9th St,47757,Lori,City of Los Angeles,Mid-Wilshire,34.05864,-118.34352,Entire home/apt,145,31,10,2020-01-20,0.47,1,0
13776,Burnham Beach Cottage 1,31306,Wendy,Other Cities,Redondo Beach,33.83847,-118.38522,Entire home/apt,175,2,167,2020-01-20,1.33,5,323
14098,"Glamour Calls Us A Haven of Peace, Modern Architectural Zen Hollywood Hills",55411,HankBubbie,City of Los Angeles,Hollywood Hills,34.11959,-118.32056,Entire home/apt,275,4,27,2020-02-24,0.24,5,88
14124,Burnham Beach Cottage 2,31306,Wendy,Other Cities,Redondo Beach,33.83984,-118.3871,Entire home/apt,175,2,154,2019-09-01,1.27,5,356
14273,Frogtown Skylight Yard LA River SilverLake Pets ok,56047,Karen,City of Los Angeles,Elysian Valley,34.10249,-118.24824,Entire home/apt,95,5,51,2019-09-29,0.42,1,128
14337,Beautiful Roomy Fully Equiped Private Master Suite,56327,Celia,Other Cities,Torrance,33.84042,-118.32062,Private room,90,2,1,2010-03-28,0.01,2,364
15089,*****Modern & Chic Spanish Bungalow @ Casa Redondo,59169,Josh,City of Los Angeles,Mid-City,34.04244,-118.3522,Entire home/apt,89,3,69,2020-03-13,0.53,3,356
15333,The Enchanted Manor-Private Oasis,60057,Georgia,City of Los Angeles,Valley Village,34.16701,-118.41118,Private room,395,2,3,2017-07-24,0.07,2,349
15440,Venice Beach Walkstreet Getaway,60473,Madeleine,City of Los Angeles,Venice,33.99359,-118.46049,Entire home/apt,140,2,822,2020-03-15,6.54,1,291
18041,Bohemian home w/detached Studio & Rooftop Jacuzzi,69546,Lisa,City of Los Angeles,Venice,33.99179,-118.45056,Entire home/apt,300,2,2,2020-02-24,0.30,3,0
18067,Bohemian home w/rooftop jacuzzi  & tiki bar,69546,Lisa,City of Los Angeles,Venice,33.99065,-118.44962,Entire home/apt,200,1,48,2019-11-08,0.47,3,0
19887,Eco-friendly Private Room in Silverlake House,75052,Janet,City of Los Angeles,Silver Lake,34.08521,-118.28338,Private room,75,2,252,2020-03-14,2.03,2,365
20585,"Private Studio, 6 Doors to Beach",77857,Barbara,City of Los Angeles,Venice,33.98065,-118.46519,Entire home/apt,124,2,479,2020-03-11,3.88,1,115
20786,Mondrian-Inspired Studio With Breathtaking Views And Light,55411,HankBubbie,City of Los Angeles,Hollywood Hills,34.11939,-118.32044,Entire home/apt,215,5,29,2020-03-10,0.30,5,58
22214,Private Studio !- Glendale,85215,Melissa,Other Cities,Glendale,34.19794,-118.22479,Private room,60,7,19,2019-10-17,0.17,3,291
22247,Adorable Guest House- Glendale,85215,Melissa,Other Cities,Glendale,34.19821,-118.22439,Entire home/apt,100,7,15,2019-01-19,0.13,3,358
22355,"Experience Angeleno Magazine's ""Best Rental In Hills""",55411,HankBubbie,City of Los Angeles,Hollywood Hills,34.11821,-118.32178,Entire home/apt,165,5,41,2020-03-03,0.34,5,0
23363,Silver Lake foothills studio with huge deck,91335,David,City of Los Angeles,Silver Lake,34.10312,-118.25778,Entire home/apt,97,3,165,2020-03-20,1.55,1,50
23710,Green Sputnik in Highland Park,94038,Tatiana,City of Los Angeles,Highland Park,34.12003,-118.19038,Entire home/apt,80,1,224,2020-03-08,2.18,1,0
23925,Cactus Flower - Modernist Solar Guesthouse with Large Garden,95543,Ecoboutique,City of Los Angeles,Venice,34.00416,-118.46602,Entire home/apt,249,3,101,2020-03-13,1.62,5,177
23979,Sleek New York Style Loft With Jaw-Dropping Hollywood Views,55411,HankBubbie,City of Los Angeles,Hollywood Hills,34.11861,-118.32019,Entire home/apt,175,4,24,2019-11-17,0.20,5,88
24030,Beach Bungalow one block to ocean,96147,Michaela,City of Los Angeles,Venice,33.98798,-118.47301,Entire home/apt,130,30,450,2020-02-23,3.71,1,0
24041,2block from beach-Historic Bungalow discount/month,39253,Omar & Kristina,Other Cities,Redondo Beach,33.83179,-118.38328,Entire home/apt,125,4,338,2020-03-08,2.75,2,297
24349,"Experience the Wolford House, a Mid Century Hilltop Jewel",98565,Zara,City of Los Angeles,Mount Washington,34.1078,-118.21864,Entire home/apt,335,3,112,2020-03-09,1.92,1,337
25445,Downstairs room in a craftsman house,105868,Luu,Other Cities,Culver City,34.02361,-118.3871,Private room,130,1,121,2020-03-08,1.00,3,362
25670,Charming accommodations in Westwood/West LA,107370,Sandra,City of Los Angeles,West Los Angeles,34.04727,-118.44058,Entire home/apt,90,1,18,2019-09-20,0.17,2,364
25672,Modern Studio with private garden and Aircondition,107473,Claudia,City of Los Angeles,East Hollywood,34.08044,-118.29805,Entire home/apt,130,2,220,2020-03-06,1.80,1,237
26082,Asian Pacific Suite,11619,Sarah,City of Los Angeles,Woodland Hills,34.16678,-118.64374,Private room,69,29,30,2020-03-12,0.27,6,23
